Pathway,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
AGE-RAGE signaling pathway in diabetic complications,-0.34220725,-0.53551465,-0.22417822,0.50199586,-0.38348362,0.014470514,-0.19878612,-0.06317416,-0.56832296,0.032642324,0.030442402,-0.082590595,-0.30573592,0.103366494,-0.18702185,-0.13356413,-0.14976333,-0.052041795,0.33041957,0.2300183,0.18994056,-0.11730073,0.16933301,-0.08451142,-0.05458683,0.022055108,-0.16538724,0.32870013,-0.5268655,-0.3774276,0.3000473,-0.3131391,0.20118454,0.21139145,0.15108284,-0.11905073,-0.040921643,-0.16856228,0.20185591,0.09198972,-0.3802227,0.24754497,-0.24434042,-0.08640645,-0.3438012,0.14497767,0.20259178,0.21550964,0.035588406,0.29882863,0.7273787,-0.18306808,0.26328635,-0.053663447,-0.10198113,0.19534236,0.3469392,-0.015106309,-0.033899337,0.26862782,-0.24853264,-0.14174767,0.15272345,-0.48220095
Amoebiasis,-0.04170174,-0.515932,-0.28759998,0.36852062,-0.21981826,-0.15362564,-0.22870906,0.053737167,-0.49716407,0.024609884,-0.12471592,-0.07997359,-0.36358047,0.0794624,-0.12857503,0.0117626935,-0.2709353,-0.11740766,0.15338354,0.23179723,0.15269703,-0.21471807,0.4130763,-0.19113316,0.4702587,0.14636801,-0.13668714,-0.047936577,-0.5351064,-0.3760762,0.15970121,-0.22831357,0.28641573,0.21172148,0.2196448,0.06049075,0.3815965,-0.18312103,0.024771728,0.2931929,-0.089753345,0.21205884,-0.24358298,-0.04660453,-0.541156,-0.19831105,0.11564906,0.2925436,-0.3120235,0.22033945,0.72191876,0.25713938,0.16552563,-0.039548364,-0.33227885,-0.07844356,0.14842592,0.10319391,-0.09437319,0.042060636,-0.33656558,-0.0787982,0.037469655,-0.25040114
Chagas disease,0.049360264,-0.56811684,0.37169197,0.45307767,-0.37135324,0.36093074,-0.1253245,-0.2949126,-0.5896337,0.0027789527,-0.25444484,-0.17118245,-0.45229295,0.4961766,-0.14152932,0.17773257,-0.3738881,-0.12777254,-0.09997302,0.058875732,-0.33829385,0.2214686,0.338959,-0.29647222,0.40153104,0.12753609,-0.03311776,-0.08156217,-0.4890023,-0.4524369,0.38153103,-0.21172349,0.17610368,0.20870845,-0.17173737,0.09338873,0.34835935,-0.09443025,-0.047550473,-0.06682519,0.03367205,0.24148807,0.07457034,-0.23634286,-0.06630619,-0.06773996,0.10565751,0.0467365,-0.26506934,0.47202474,0.15795924,0.15260912,0.3982956,-0.33492136,-0.12291368,0.37521967,0.20714359,0.064975835,0.005411299,0.41286376,-0.4277202,0.034701437,0.2384244,0.33229324
ECM-receptor interaction,-0.5863008,-0.41789657,-0.40686038,0.19370094,-0.23932223,-0.32549694,-0.092186965,-0.0033670152,-0.61821187,0.12760934,0.045782197,-0.23728521,-0.14816807,0.31854054,-0.38522148,-0.062662326,-0.16476007,-0.20167297,0.09666736,0.33967182,0.12878111,-0.026388796,0.31535792,0.051086206,0.12677407,0.162881,-0.023959085,0.24357426,-0.45743582,-0.3983085,0.36865336,0.016387189,0.04989909,0.3458527,-0.036981482,-0.024566812,0.0070405602,-0.5350234,-0.04618221,0.2624687,0.005335823,0.20962536,-0.29469362,0.07409725,-0.3434095,-0.07319606,0.04886273,0.19669637,-0.017641997,0.2930851,0.85058594,0.03049719,0.3302186,0.062285937,0.15681072,-0.19009964,0.15081738,-0.15532668,-0.15902376,0.46118778,-0.19165418,-0.15144181,0.0038572045,-0.2502763
Focal adhesion,-0.5890395,-0.29569882,-0.19069247,0.34180126,-0.1957696,-0.15742709,-0.17888592,0.1091646,-0.63443094,-0.11151434,0.1435217,-0.15855664,-0.20959575,0.22150943,-0.18935336,0.056565795,-0.2548329,-0.1395552,0.051327825,0.21495534,0.112647474,-0.03116533,0.07816856,-0.10998071,0.2230691,0.10697029,-0.11714935,0.1855577,-0.38623154,-0.39964887,0.3190118,-0.11235569,0.27157575,0.14200942,0.10076774,0.019121021,0.16680685,-0.5092029,0.15490393,0.16476871,0.025433803,0.0055969274,-0.5249831,-0.03673946,-0.35203782,0.055535465,0.018636825,0.45247427,0.04669348,0.26232317,0.80267555,0.08384169,0.20208874,0.029557312,0.15064259,-0.28585872,0.18973617,-0.26547083,-0.0070523447,0.48995876,-0.114408836,-0.15695457,-0.007734727,-0.28900906
Human papillomavirus infection,-0.5374729,-0.51971465,-0.66174656,0.46491584,0.05117253,-0.09982297,-0.017395252,-0.03296421,-0.35471776,0.08107082,-0.0015078358,-0.23669884,-0.17069712,0.2716792,-0.3730791,-0.044263218,-0.36224017,-0.38505948,-0.0090267025,0.49307576,0.009038892,-0.040900014,0.1146736,0.09740952,0.16391765,0.11598197,-0.060734972,0.30196497,-0.10174883,-0.2730919,0.41898513,-0.17414069,0.29937702,0.3690915,-0.028598497,0.11936276,-0.11444698,-0.40300012,0.23411392,0.2716474,0.038013767,0.18208516,-0.47816655,0.045376953,-0.35804588,0.040471893,0.02300827,0.30742958,0.08934463,0.3112867,0.71910626,-0.007210529,0.5371269,0.30495313,0.06707054,-0.288326,0.3228241,-0.09026557,-0.1819716,0.18505432,-0.16137874,0.19655836,0.08889835,-0.16988172
Leukocyte transendothelial migration,-0.03308907,-0.7199985,0.15276663,0.20268114,0.08477727,-0.018576782,-0.12500244,-0.201266,-0.5348551,-0.08966465,-0.487974,-0.2686629,-0.43712828,0.24640757,-0.12459802,-0.044242702,-0.17049868,-0.028649934,0.049812812,0.14176606,0.47867978,0.114050865,0.15431182,-0.13029821,0.47728747,0.16475093,-0.32342115,0.052491136,-0.48133084,-0.6173521,-0.011235679,-0.044098042,0.30991864,0.2513231,0.0022558463,-0.1952135,0.11668053,-0.4386125,-0.061709426,0.16698015,-0.29332986,0.36795825,-0.114859186,-0.25346372,-0.41387644,-0.48851147,0.056267958,0.26101252,0.23196909,0.19242522,0.54801494,0.083610244,0.32809117,-0.07861966,-0.21308693,0.41633514,0.19465524,0.060477637,0.2098363,0.18453257,-0.38985473,-0.18131354,0.44134665,-0.034678835
MAPK signaling pathway,-0.50047565,-0.42203704,-0.18738995,0.55615777,-0.0096062645,-0.23070459,0.111324266,0.18886812,-0.7025096,0.1127228,0.12890753,-0.3439144,-0.22474617,0.19537465,-0.3091739,-0.25400743,0.055161875,-0.15127958,0.34449086,0.46243078,0.196291,0.078254454,-0.022613393,-0.004527965,0.22537294,-0.02459231,-0.14051768,0.21889009,-0.120680526,-0.3008738,0.60047185,0.36464676,0.2434226,0.3870822,0.26013595,0.12926917,0.64451396,-0.32132372,0.23622343,0.03313629,0.12145507,-0.25606236,-0.13739261,-0.14204583,-0.60953605,0.0102592055,0.40569004,0.10315303,0.20163532,-0.09370515,0.5699131,-0.18381755,0.1026546,-0.07326104,-0.09460045,0.018645823,0.27857545,-0.0114970645,-0.40838003,0.22405331,-0.15556802,-0.05888428,0.04824484,-0.40826347
PI3K-Akt signaling pathway,-0.5503904,-0.3134259,-0.3081644,0.4573228,-0.19541697,-0.16401675,-0.14205034,-0.050602403,-0.60769373,0.05747589,0.08538146,-0.21318065,-0.23693085,0.034625582,-0.20418702,-0.11063967,-0.17306682,-0.19531749,0.02658443,0.12956712,-0.025399122,0.13025768,0.119801335,-0.208716,0.12287718,0.11925945,-0.13094383,0.18711278,-0.36057281,-0.29873246,0.17103954,-0.13759814,0.22755085,0.20754768,0.008310067,-0.00039667284,0.1402314,-0.41574442,0.091457665,0.20636904,0.07497686,0.02544445,-0.49011058,0.02096398,-0.40950134,-0.042845543,0.1787785,0.3354408,0.20937854,0.22121443,1.0109769,0.06787634,0.27245644,0.14731199,0.16269259,-0.054808814,0.3792178,-0.20825781,-0.10585212,0.43070564,-0.11873703,-0.13171904,-0.08387625,-0.26529384
Pathways in cancer,-0.582492,-0.3670803,-0.4133182,0.3273397,-0.11799078,-0.20912537,-0.1319585,0.03875578,-0.65834767,-0.028161865,-0.105870426,-0.29527646,-0.3022725,0.13745722,-0.19906545,-0.0032207407,-0.22507541,-0.0524845,0.014179381,0.39328274,0.030928807,0.04337579,0.1353858,-0.04677666,0.2024162,0.35748452,0.12189645,0.35142258,-0.30290267,-0.18169382,0.30125785,-0.08779319,0.3499964,0.15829512,-0.099537835,-0.0573533,0.023239408,-0.44950354,0.10041299,0.13808203,-0.051154383,0.062854774,-0.34734574,-0.014975814,-0.3448986,0.07351202,0.042405184,0.19124822,0.10722887,0.32630435,0.7885958,-0.048546854,0.20931879,0.19462839,0.19757468,-0.30394784,0.20480715,-0.15080121,0.03868385,0.4513066,-0.31843424,0.073782414,0.0023845406,-0.3092975
Protein digestion and absorption,-0.44784358,-0.36148903,-0.58337164,0.3913709,-0.17249565,-0.011751754,-0.09667346,0.009904794,-0.6105272,-0.08845447,0.02123838,-0.25785646,-0.076381736,-0.02954261,-0.2206042,-0.09527607,-0.28135788,-0.29830658,0.07228966,0.4925498,-0.0016279598,-0.12489004,0.19112389,-0.013452829,0.2935416,0.21911037,-0.045833606,0.14740632,-0.29282317,-0.4774405,0.46109885,-0.20619616,0.32694706,0.25193185,0.37191704,-0.02653995,0.045219775,-0.3887575,0.29114985,0.30902052,-0.052017983,0.29122955,-0.21672562,-0.049044162,-0.5003661,-0.002015044,-0.061209444,0.1568474,0.14346065,0.45821363,0.69986594,0.006060139,0.40828863,-0.04377672,0.0410728,0.034031652,0.117876336,-0.13746068,-0.21301225,0.3357126,-0.17078063,-0.037818242,-0.1360636,-0.1309735
Proteoglycans in cancer,-0.71948797,-0.21679536,-0.2961715,0.40067503,-0.17779775,-0.34512585,-0.027640674,-0.03753056,-0.37428844,0.04361256,-0.0065584187,-0.45846304,-0.19048767,0.22905503,0.037916686,0.17245844,-0.15294674,-0.25329408,0.061106566,0.6663691,0.15835074,-0.03354416,0.27683422,-0.21971224,0.025703905,-0.07265115,-0.0068874136,0.15476188,-0.35642225,-0.29703578,0.46929488,-0.05194512,0.33227035,0.08250287,0.2766843,0.1241135,0.11649622,-0.4658755,0.116269976,0.15695532,0.11683989,0.07840387,-0.30623507,-0.117561154,-0.23131055,-0.05395122,0.1302552,0.23234327,0.119906254,0.26466727,0.90598077,0.042753104,0.40603337,-0.09065,0.27355015,-0.16710263,0.08252116,-0.2546202,-0.06131167,0.1524119,-0.21549223,0.14815138,-0.33699176,-0.2016646
Regulation of actin cytoskeleton,-0.6205552,-0.45637152,-0.23037587,0.3589274,-0.36428422,-0.108907506,0.0013932834,-0.08762219,-0.5006151,0.009963771,0.15962592,-0.24338122,-0.2480798,0.33457345,-0.12886019,-0.21837035,-0.25953266,-0.48828116,-0.10372333,0.12130385,0.082362056,-0.13146305,0.026626833,-0.41304418,0.22693837,0.16776145,0.018604552,0.1335265,-0.117970735,-0.3342594,0.47286707,0.0033703193,0.24717925,0.4089177,0.06609961,-0.017071156,0.06627151,-0.42984515,0.2630653,0.09753806,0.020502178,-0.04106939,-0.24352366,-0.038354184,-0.24490988,-0.002479244,0.17765854,0.24600032,0.19352877,0.103774674,1.0099866,0.13972902,0.2215475,0.118433006,0.10709266,-0.37264237,0.05437857,-0.22025417,-0.15986942,0.41621825,-0.11500694,0.2232907,-0.20926964,-0.23249859
Relaxin signaling pathway,-0.5511685,-0.3374362,-0.38899416,0.39738342,-0.08770956,0.033744372,-0.19527958,-0.08679045,-0.5514751,0.079762824,0.14054322,-0.16204323,-0.22430949,0.263018,-0.30435884,0.078323655,-0.27952024,-0.12298179,0.27487993,0.15606014,-0.14133117,-0.027273899,-0.045537695,0.054651543,0.3691674,0.17354226,-0.09524871,0.36818066,-0.37315795,-0.41894016,0.33206698,-0.2691701,0.26305148,0.021061668,-0.055563647,0.11658936,0.09223835,-0.40427053,0.23703413,0.12895402,0.1508447,0.11915404,-0.1627278,-0.013463847,-0.38173258,-0.0076691317,0.0132455975,0.0601095,0.083241604,0.46456647,1.0191733,-0.049220193,0.2507887,-0.024342157,-0.036019925,-0.22074781,0.21131293,-0.12818174,-0.023816153,0.53259194,-0.21318698,0.03554148,-0.18718082,-0.2763807
AMPK signaling pathway,0.102686964,-0.30938002,0.2666132,0.018498177,-0.40772316,-0.14892717,-0.19265842,0.17877258,-0.7194823,0.027958075,0.31199324,0.094589785,0.058334563,0.17146114,0.15567105,0.57064724,-0.30417487,-0.14236131,0.23021342,0.5200874,0.41829586,0.20451233,0.04598039,-0.15841042,0.30538952,-0.0620983,-0.2910819,0.12054617,0.7072222,-0.060152333,0.6545926,0.420258,-0.05897158,0.63558215,-0.44667754,0.015297183,-0.07171025,-0.07527578,0.08254766,0.2926223,0.38792753,-0.35162956,0.70350015,0.6645408,-0.04045541,0.7234328,0.44399133,0.29466474,0.3651409,0.25585064,0.51899666,-0.41087082,0.4443988,-0.107826136,0.89627504,-0.549469,0.45928678,-0.20324056,-0.1215729,0.3247731,-0.19669291,0.28660804,-0.14623013,0.11201862
FoxO signaling pathway,-0.27571878,-0.65707207,0.039752826,0.30048513,-0.6113398,-0.2677413,-0.50672716,-0.0017099365,-0.60014,0.025043992,-0.08416297,-0.027214345,-0.11918059,-0.0634524,0.29333842,0.5146448,-0.18727031,-0.40546903,0.15138097,0.39726216,-0.10081391,-0.06338626,0.09039867,-0.28984198,0.17939521,-0.072663665,-0.17235185,0.117165804,0.3198922,-0.23803431,0.45078337,0.44367662,-0.23342621,0.61611503,-0.6042016,-0.003875254,-0.029114518,0.16620399,-0.119217165,0.017216356,0.6014289,-0.160459,0.5912348,0.7413154,-0.0721037,0.6978716,-0.080354296,0.40237606,0.19499728,0.4059832,0.53838354,-0.0027468037,0.5042398,0.08973812,0.5229542,-0.41082624,0.33816132,-0.10559702,-0.15650703,0.20565252,-0.37347353,0.21308061,-0.20329238,0.17819706
Insulin resistance,0.112172045,-0.38015658,0.31973678,-0.016158825,-0.39505652,-0.40441382,-0.12237509,0.29948315,-0.74490637,-0.15123308,0.35530072,0.014086769,0.09231822,0.012670223,0.050334428,0.7110469,-0.33868694,-0.045533653,0.52279544,0.28613544,0.25848895,0.1554111,-0.19456257,-0.099716686,0.029480034,-0.009335244,-0.5064752,-0.18209407,0.42155492,-0.2121468,0.7878122,0.31600788,-0.038937666,0.8292563,-0.24717548,-0.12427308,0.03942655,0.08247409,0.16888279,0.2935779,0.3539905,-0.56344986,0.72937423,0.72556686,0.0070708115,0.59653103,0.24267256,0.24436419,0.24393818,0.48571193,0.4270901,-0.3368322,0.56559366,0.09577771,0.6601184,-0.6771054,0.54697704,-0.36208093,-0.26826918,0.22184351,-0.07715968,0.19506496,-0.24331717,0.19119085
Insulin signaling pathway,0.13970888,-0.26225257,0.39997888,0.04819582,-0.15527257,-0.18285592,-0.038847845,0.094866544,-0.60221463,-0.0033049372,0.4560667,-0.331179,-0.056116316,0.043282107,-0.026953189,0.75684464,-0.4104012,-0.12885202,0.52290314,0.415299,0.3082171,0.108988315,-0.2822872,0.08516635,0.11260311,-0.3078537,-0.19176316,-0.05689642,0.43146273,-0.19714957,0.7019079,0.3803234,-0.019099772,0.54516464,-0.31805542,-0.08215251,0.33859307,0.20578499,0.18506798,0.4526144,0.19953501,-0.15407889,0.634561,0.563764,-0.2906208,0.45918384,0.33349898,0.09457163,0.38292447,0.27864602,0.6808888,-0.4059088,0.54933673,-0.11464228,0.57269883,-0.6712608,0.45280316,-0.28961816,-0.17113969,0.12590998,-0.05563435,0.22320999,-0.4251939,0.19621763
Longevity regulating pathway,0.11741146,-0.19151334,0.33866328,-0.0038873053,-0.35091063,-0.29677382,-0.1262945,0.14981379,-0.85852116,-0.0039163437,0.4367556,-0.1087319,0.014958772,0.07240887,-0.046606015,0.5646558,-0.18096513,-0.15212005,0.48908862,0.2897576,0.41705045,0.34807,-0.12240899,0.10670038,0.13992414,-0.055048924,-0.3259119,-0.12358639,0.55951905,-0.21723574,0.69442827,0.52950704,-0.06419384,0.7866438,-0.41913372,0.027769864,0.05960948,-0.06765724,0.3452943,0.33150575,0.2913753,-0.20408733,0.4560328,0.68712634,-0.12523828,0.55007577,0.13003552,0.43246374,0.31749964,0.2749097,0.5501311,-0.34950703,0.4883459,0.040625658,0.8182384,-0.49541664,0.5189769,-0.49557284,-0.21330498,0.029742438,-0.016623903,0.20349245,-0.35443673,0.2937221
Adherens junction,-0.6904995,-0.17731188,-0.5936423,0.8348407,-0.18794322,-0.13467023,0.13224083,-0.21711309,-0.3005848,0.1514527,0.3976349,-0.29839414,0.21766318,0.58086133,0.2610901,-0.13136221,-0.20356014,-0.35242012,-0.42361763,0.5094193,0.048972916,0.16975997,0.20016734,-0.01064405,-0.1360531,-0.0006430065,0.09066327,0.17020485,-0.25817218,-0.3830186,0.22828598,0.16243492,0.72442317,0.44244927,-0.16492698,0.103076495,0.10491084,-0.24406858,0.2500687,0.38908234,-0.18329489,0.10786783,-0.31874952,0.08400024,-0.24652046,-0.054807063,0.07822374,0.442189,0.07304539,0.29013342,0.7783972,0.10065773,0.5213926,0.2210902,0.110167466,-0.14884135,0.08585961,-0.050368886,-0.10992463,0.4914023,-0.24507317,-0.12605692,-0.21247146,-0.09257325
Bacterial invasion of epithelial cells,-0.6921321,-0.40772843,-0.59277284,0.43230155,-0.1686142,-0.20572883,0.16245894,-0.4059208,-0.62513894,0.22747557,0.32860932,-0.35119173,0.12998776,0.2438512,0.22633033,-0.18740761,-0.5257793,-0.6969923,0.07470115,0.6989845,0.1381095,0.28004602,-0.08994813,-0.16857272,-0.4822214,0.038679074,-0.23766646,0.20138164,-0.37996766,-0.3521915,0.15065473,-0.100582406,0.49723303,0.27067417,-0.044278502,-0.17670238,-0.11564096,-0.15221485,0.38167012,0.6016977,-0.0067992443,-0.031210156,-0.2650767,-0.17180564,-0.044557676,-0.18578346,0.16966465,0.1611992,0.07954471,0.40423054,0.40888095,0.3290058,0.3680564,0.27980936,0.10687855,-0.34822685,-0.26212138,0.059646834,-0.38032085,0.63891053,-0.290318,0.39699697,-0.17060207,-0.31199738
TGF-beta signaling pathway,-0.5088996,-0.3468931,-0.4964373,0.8501964,-0.23075435,-0.27601847,0.058231305,-0.11558329,-0.5580913,0.09845417,0.009968313,-0.3387883,-0.14954117,0.34063452,-0.07563653,-0.301305,-0.15242018,-0.07316313,-0.09212333,0.35942802,0.15060411,0.040629283,0.19870931,-0.3472006,0.1579145,-0.14143413,-0.045466676,0.20493498,-0.25010836,-0.27457884,0.2848825,-0.03811584,0.058476925,0.2777278,0.053084597,-0.006987743,-0.112101875,-0.40068978,0.14115506,0.13511397,-0.013543472,-0.01815451,-0.22282985,-0.06888117,-0.22998674,-0.07962702,-0.055869065,0.120391816,0.21313116,0.45062086,0.9323769,0.1811081,0.49394122,0.19829527,0.09490309,-0.3489584,0.017135758,-0.2036063,-0.07798434,0.31590876,-0.2503033,0.22223994,-0.39843637,-0.49070916
Adrenergic signaling in cardiomyocytes,-0.21355283,0.12476763,0.3923773,0.40099064,-0.22440347,-0.22908166,-0.0930447,0.19002582,-0.46300873,-0.2556127,0.54149526,-0.48422888,-0.09229858,0.2684426,-0.61867434,-0.18440884,-0.05737741,-0.16426158,0.19100016,0.5363368,0.63481236,0.2720199,-0.18085921,-0.023592569,0.16917251,-0.05993915,-0.41768932,0.2280137,0.1678119,-0.14517814,0.4901446,0.13818239,-0.030623548,0.0889231,0.049323592,-0.40831867,0.88567525,-0.12154158,0.5916106,0.09165534,-0.21464638,-0.26367626,0.1281505,-0.03282088,-0.29053408,0.40998888,0.31325066,0.37153813,-0.11595237,0.5150623,0.50196266,-0.08128643,0.27522933,0.23991641,0.31792435,-0.34513205,-0.12874274,-0.6367964,-0.0751985,0.13716242,0.41807225,-0.14803812,-0.16240962,-0.18867585
Aldosterone synthesis and secretion,-0.052276812,-0.04528667,-0.037434157,0.15015602,0.0025185717,-0.06640551,0.17992604,0.45799738,-0.4725912,-0.095756404,0.5515158,-0.34293288,0.05903934,0.07526682,-0.37864223,0.26721278,-0.07857295,0.21548279,0.35355917,0.44611663,0.56852996,0.39302918,-0.31315717,-0.4023317,0.0048966813,0.08991162,-0.43385062,0.14330436,-0.049986545,-0.07663599,0.3791603,0.017200213,-0.08385387,0.0065609072,-0.17553693,-0.07399148,0.8041016,-0.13759683,0.84369856,0.40601465,0.10222355,-0.09021378,0.29737383,0.09268287,-0.07466257,0.36297864,0.3512913,0.24406035,-0.055351563,0.21009529,0.5799434,-0.23439173,0.32070294,-0.04066321,0.36633825,-0.23596852,0.24045858,-0.6799654,0.0029871366,0.01604293,0.28949907,-0.2284389,-0.377413,-0.10478327
Calcium signaling pathway,-0.055717986,0.22627741,0.06377582,0.22658418,-0.04201927,-0.05606705,-0.21269988,0.48426908,-0.49938253,-0.18637735,0.5070535,-0.5209953,0.20470448,-0.007410175,-0.5748116,-0.05823137,0.005252513,0.2177372,0.26745373,0.32937062,0.50723255,0.12603159,-0.31332827,-0.3958997,0.044701856,0.086003296,-0.44700962,0.3130278,-0.017106676,-0.35759985,0.7019502,-0.006018932,0.015982052,0.082701,-0.4785397,-0.121942826,0.6092509,-0.4574784,0.37364417,0.32487434,0.14591923,-0.012806853,-0.08398696,-0.000821677,-0.18019651,0.116769165,0.2904482,0.09657333,-0.21166883,0.31468546,0.7066391,-0.26269373,0.45872173,0.01134612,0.28765962,-0.31668702,0.21281141,-0.4731734,-0.068186425,0.07540886,0.2959831,-0.2259282,-0.48962033,-0.017905442
Cardiac muscle contraction,0.04742398,0.11404693,0.34112597,0.5837461,-0.03154568,-0.24187677,0.41236728,0.45034024,-0.35274437,-0.16767097,0.7578938,-0.11572234,-0.19306548,0.10686982,-0.91423154,-0.13860525,0.07298266,-0.06303069,0.44221726,0.50566477,0.47887248,-0.019887768,0.12383895,-0.49035615,-0.29862687,0.22401491,-0.7466374,0.26238763,0.38186464,-0.23607783,0.8709894,-0.033964355,0.1255321,-0.12283819,-0.07229209,-0.5081285,0.7347375,-0.26598072,0.65617925,-0.015504726,-0.0390422,-0.25921416,0.30130503,-0.30772486,-0.24359168,0.28438446,0.31844363,0.4544598,0.07498082,0.032908577,0.46784267,0.13647462,0.5506219,0.15918805,0.24743399,-0.3420536,0.023259535,-0.6571622,0.16213161,0.22956496,0.12268126,-0.30169085,-0.16825804,-0.118844286
Cholinergic synapse,-0.10681939,0.14150693,-0.02385523,0.17588268,-0.00096940575,-0.060301855,0.011709091,0.36537418,-0.5101828,-0.10821773,0.6472493,-0.320827,-0.056937184,0.048042964,-0.4088135,0.19202016,-0.021692019,0.05725985,0.2395652,0.4367586,0.4516724,0.3773556,-0.32730117,-0.3179047,0.0022157112,0.31930703,-0.45004576,0.0316258,0.09417048,-0.21222782,0.5414904,-0.050706614,0.005771833,0.06997785,-0.26848006,-0.21291666,0.6623592,-0.00833062,0.737644,0.42161652,-0.003956449,-0.34418052,0.24800348,0.09031812,-0.12027003,0.369547,0.29652318,0.1073988,-0.22759388,0.14842752,0.6955798,-0.10769714,0.24401847,-0.040045585,0.23084487,-0.2887319,0.103983454,-0.55242443,0.18874528,-0.09429283,0.26793623,-0.18610059,-0.36379075,-0.11207419
Dilated cardiomyopathy,-0.27905828,-0.059420917,0.3294378,0.8491886,-0.30235952,-0.6330787,0.09044416,0.2518118,-0.5337747,-0.35160068,0.24460673,-0.13599847,-0.07595373,0.44729394,-0.6052311,-0.06972876,-0.32376105,-0.45904902,0.34689793,0.4364686,0.27105618,-0.18869883,-0.14923912,-0.07958026,0.0011553708,-0.062097806,-0.1834971,0.45965645,0.010241348,-0.32848278,0.5058405,-0.092872396,0.121572666,0.105940565,0.22256637,-0.0769953,0.65054184,-0.4424697,0.58451074,0.05511497,-0.1678742,-0.19247665,0.17063017,-0.35389194,-0.19985859,0.30666444,0.2488278,0.40756854,0.1811573,0.05097792,0.53265136,0.10490926,0.53900987,-0.031570762,0.048650037,-0.15683012,0.023413211,-0.67953473,-0.16833,0.2088772,0.34581316,-0.2860051,-0.24730796,-0.1570891
GnRH signaling pathway,-0.19806066,0.056430962,0.034763552,0.29634735,-0.02126846,-0.11792178,0.011383535,0.48980325,-0.27459762,-0.19198844,0.40705597,-0.3084181,-0.10123035,0.11559257,-0.30384213,0.25551617,0.047431774,0.12690404,0.17504965,0.41694376,0.65323335,0.52095896,-0.28323442,-0.3110882,-0.120532975,0.05113556,-0.6237467,0.20185985,0.18108734,-0.18629815,0.30893815,0.03318796,-0.1471199,0.15511203,-0.2620184,-0.07868086,0.79128015,-0.16954932,0.733384,0.35136607,0.070564985,-0.21553266,0.18920796,0.106488146,-0.021794299,0.41847444,0.28894335,0.2546897,-0.09805599,0.16250733,0.59545773,-0.22259057,0.31607988,-0.100238,0.268036,-0.3872599,0.20787379,-0.5994169,-0.0021046747,0.025979951,0.30781502,-0.22773907,-0.50517285,-0.046220783
Hypertrophic cardiomyopathy,-0.29543528,-0.024545498,0.3617007,0.654613,-0.1394278,-0.37311152,0.3393819,0.178522,-0.43228087,-0.109696634,0.43102482,-0.3133819,0.04927818,0.22456792,-0.57373357,-0.054983966,-0.017825946,-0.3843569,0.28888053,0.37768358,0.4271459,0.0497675,0.17845893,-0.08773614,0.09373262,0.015127267,-0.24968651,0.55839384,0.16807857,-0.337935,0.70588577,0.0018296777,0.003410824,0.11720852,0.068659425,-0.2847855,0.74767977,-0.5411275,0.5715457,-0.12234274,-0.28257877,-0.19816922,-0.107138485,-0.352418,-0.4749809,0.6040339,0.27070206,0.5469095,0.17218672,0.30202165,0.49341404,0.35366493,0.23242952,-0.28021115,-0.05581012,-0.12584235,-0.036394145,-0.6981417,-0.15658817,0.3680585,-0.0034600843,-0.14876767,-0.2637372,-0.14177965
Insulin secretion,0.048172604,0.06420941,0.24982032,0.33203688,0.10642563,-0.14010003,0.20326224,0.41162297,-0.4659907,-0.10189855,0.5312615,-0.38625702,0.08454059,-0.09842285,-0.16669264,0.21969809,0.080083214,0.20875219,0.3833684,0.4964623,0.4777338,0.21419193,-0.1351731,-0.38136053,-0.042822875,0.06425125,-0.3211362,0.11848516,0.10853499,-0.21056654,0.52567005,0.099499375,-0.014460576,0.08287717,-0.22679533,-0.15607765,0.7460159,-0.29132745,0.7985763,0.31458023,-0.02171372,-0.18629757,0.11932514,0.19216417,0.03839163,0.32855812,0.28633097,0.14004666,-0.14494678,0.2964257,0.74686927,-0.23036689,0.4138596,0.070154876,0.44376838,-0.2174421,0.12432819,-0.5621167,0.11981551,0.026675936,0.2714428,-0.34769374,-0.32362923,-0.08987574
Oxytocin signaling pathway,-0.17404336,0.03051549,-0.18629889,0.1589085,0.0009732911,-0.15290849,0.025060091,0.12851936,-0.30761772,-0.02326564,0.7226368,-0.3060108,-0.117628865,-0.028204277,-0.38784185,0.33233556,0.035839964,0.19439043,0.08963172,0.603389,0.6717104,0.33411852,-0.3860258,-0.27168107,0.14799978,0.14015517,-0.31925616,0.2748682,-0.07136621,-0.13286367,0.51784456,0.004075404,-0.13448472,0.110209934,-0.4608774,-0.17462282,0.46527475,-0.029608592,0.56183815,0.17481714,0.12326513,-0.21923016,0.2174683,-0.102993116,-0.20976168,0.17224146,0.3385268,0.063021734,-0.17626485,0.23736662,0.79971945,-0.043838155,0.48762864,-0.14763077,0.25556597,-0.20644158,0.198274,-0.72141314,0.09925172,0.02852052,0.40090197,-0.19417115,-0.5002381,-0.13393176
